Roll Angle (deg),Gz (deg/s)
0.00914005114198438,2.742015342595314
0.01629536940495076,2.1465954788899144
0.023959593534332014,2.299267238814376
0.0322853952900526,2.4977405267161763
0.04147633701867847,2.7572825185877607
0.05463674450534034,3.9481222459985603
0.07364956945577324,5.703847485129869
0.10345119877420142,8.940488795528454
0.137578527957156,10.238198754886376
0.18834707897187689,15.230565304416269
0.2470545615026698,17.61224475923787
0.32616916927669903,23.734382332208778
0.41627614376528954,27.032092346577148
0.5254161976577962,32.742016167752006
0.6425969642396578,35.1542299745585
0.7927548309652032,45.04736001766361
0.9779254213000916,55.55117710046656
1.1861494473835739,62.46720782504467
1.4220579526000252,70.77255156493538
1.6735389773287717,75.44430741862392
1.9518902318042233,83.50537634263547
2.2409794000610286,86.7267504770416
2.547829383055713,92.05499489840533
2.905926186798375,107.42904112279862
3.2864148486632914,114.14659855947492
3.675707582017185,116.7878200061681
4.080878178403223,121.5511789158113
4.49902587438284,125.44430879388507
4.9513211539988955,135.68858388481644
5.415779283822266,139.33743894701107
5.901764131794985,145.79545439181578
6.402609031067018,150.25346978161005
6.920756729797158,155.44430961904175
7.464502393607965,163.1236991432422
8.030181900261253,169.70385199598647
8.641204919612106,183.306905805256
9.267851349061896,187.99392883493698
9.911444343863302,193.0778984404215
10.567658204151796,196.86415808654817
11.237154507553718,200.84889102057662
11.914793304818279,203.29163917936802
12.619760347109317,211.49011268731158
13.332004743290089,213.6733188542314
14.053613007412894,216.4824792368415
14.804279796507988,225.20003672852826
15.55835625490806,226.22293752002213
16.316911084932585,227.56644900735742
17.091191106229328,232.2840063890233
17.872290466136032,234.32980797201105
18.65685038593436,235.3679759394974
19.465176209694256,242.49774712796975
20.27670814041257,243.45957921549385
21.091700631022505,244.4977471829802
21.90633688752595,244.39087695103308
22.734764493009237,248.52828164498595
23.568637391263163,250.16186947617774
24.405869068235425,251.16950309167916
25.253075300189423,254.16186958619863
26.099212829823948,253.84125889035724
26.943314735992814,253.23057185065943
27.789146922107488,253.74965583440257
28.637828981074087,254.60461768997956
29.489564475239174,255.52064824952632
30.342775796416866,255.96339635330727
31.1933408070892,255.16950320170008
32.0393256649638,253.7954573623799
32.87869474657501,251.8107244833619
33.71648622000033,251.33744202759607
34.5485779477218,249.6275183164421
35.37776891200471,248.7572892848727
36.20059855295744,246.84889228581693
37.01940783756548,245.64278538241365
37.83037997183074,243.29164027957697
38.630868645247844,240.146602025133
39.4241817459485,237.99393021019816
40.21291469385143,236.61988437087797
40.992945351438664,234.00919727616971
41.76742893508197,232.34507509299306
42.532497760196605,229.5206475343905
43.281027144652754,224.55881533684553
44.01067612146491,218.894693043648
44.73452357139994,217.15423498050913
45.44793845107347,214.02446390205768
46.154075976857264,211.84125773513784
46.846574825421136,207.74965456916232
47.52624924615136,203.90232621906586
48.20256488816324,202.89469260356444
48.86244287068992,197.96339475800434
49.49163382947178,188.75728763455928
50.10698254868716,184.60461576461392
50.71322185289371,181.87179126196605
51.30628049516012,177.91759267992248
51.880865854475665,172.37560779466457
52.4447641905965,169.16950083625088
52.98301367105003,161.474844136058
53.506555771964166,157.06263027424106
54.0121843863805,151.68858432490003
54.51048475632046,149.49011098198775
54.99972660183823,146.77255365533236
55.47324325608379,142.0549962736665
55.9254876451132,135.67331670882402
56.35915697001847,130.10079747158113
56.78371687991491,127.36797296893327
57.181304778891366,119.27636969293681
57.56530489123455,115.20003370295369
57.938109074516596,111.84125498461555
58.2933051148207,106.55881209122917
58.63476069673159,102.43667457326872
58.957234089825214,96.7420179280863
59.25589068837062,89.59697956362149
59.54584499660033,86.9862924689132
59.8085219503902,78.80308613696207
60.05211493418952,73.07789513979476
60.27952471143684,68.22293317419688
60.49156553151844,63.61224602447813
60.68874630030072,59.154230634683856
60.8769703258341,56.46720766001333
61.05053786241473,52.07026097418884
61.206802599537255,46.87942113675715
61.34433960077571,41.26110037153696
61.47347965521832,38.742016332783344
61.58480800433641,33.398504735427196
61.687484953725445,30.803084816711348
61.773113556589585,25.688580859241885
61.85003986913803,23.07789376453359
61.905032338843995,16.497740911789304
61.93870165274718,10.10079417095436
61.94667122039641,2.390870294769053
61.93845758149365,-2.4640916708288247
61.91772485827708,-6.219816964970579
61.88778093887841,-8.983175819603334
61.84155203175445,-13.868672137186104
61.78982694127322,-15.517527144370288
61.725582766478176,-19.273252438512042
61.65339966016706,-21.654931893333647
61.56895192247535,-25.334321307513164
61.474478739215265,-28.341954978025058
61.371354156226126,-30.937374896740906
61.260646875827405,-33.21218411961538
61.142611350952315,-35.41065746252763
61.01439770874892,-38.46409266101686
60.87376676340501,-42.18928360317372
60.72041317140072,-46.00607760128526
60.55611810326852,-49.288520439661184
60.380219981382055,-52.76943656593891
60.199232800831446,-54.29615416518352
60.01122271932431,-56.40302445214109
59.81303452048888,-59.45645965063033
59.60003716094077,-63.89920786443216
59.378897307530025,-66.34195602322355
59.15470401892079,-67.25798658277031
58.92740640452642,-68.18928431830953
58.69130471864308,-70.83050576500273
58.45128445758834,-72.00607831642107
58.203223483844255,-74.41829212322757
57.95333044898107,-74.96791045895561
57.699671510706416,-76.09768148239664
57.44138152904738,-77.48699449770923
57.17586508408526,-79.65493348863659
56.90739698509793,-80.54042969619847
56.63648613795181,-81.27325414383589
56.361809387394224,-82.4030251672769
56.083366733425166,-83.53279619071792
55.799377005512184,-85.19691837389455
55.51289363885377,-85.9450099975244
55.22121943235792,-87.50226194875391
54.92557576010404,-88.6931016761647
54.627133105584875,-89.53279635574924
54.3299118251451,-89.16638413193054
54.03233431059884,-89.27325436387767
53.73389165607968,-89.53279635574924
53.43453297100097,-89.80760552361329
53.13817683053411,-88.90684214005896
52.83891992662868,-89.77707117162839
52.543632488481286,-88.58623144421759
52.24646209862816,-89.1511169559381
51.951632675760536,-88.44882686028558
51.657057705826126,-88.37249098032333
51.360701565359264,-88.90684214005896
51.06500700251874,-88.70836885215716
50.773078343089686,-87.57859782871616
50.481556808353766,-87.45646042077658
50.191765553563656,-86.9373764370334
49.90390814106592,-86.35722374932045
49.62750111056252,-82.92210915102007
49.35231545413851,-82.55569692720135
49.07830028120726,-82.2045518793751
48.80800012110084,-81.09004803192653
48.53999003739329,-80.40302511226646
48.273812014804825,-79.85340677653839
48.007023305176666,-80.03661288844775
47.74338981192028,-79.09004797691608
47.483318659728795,-78.02134565744485
47.23088109553353,-75.73126925857792
46.98465218290853,-73.86867378749949
46.74661665473281,-71.41065845271567
46.51270326407505,-70.17401719732752
46.282708448588686,-68.99844464590919
46.055207271847756,-68.25035302227931
45.83060685854539,-67.38012399070988
45.6106374886274,-65.99081097539728
45.39916684667853,-63.44119258465878
45.19716185384499,-60.60149785006379
44.9998896855691,-59.1816504827663
44.80388978195925,-58.799971082955146
44.610434407681474,-58.036612283332836
44.423289466147246,-56.14348246026952
44.2452030490352,-53.425925133614086
44.07592070341213,-50.784703686920906
43.912287212906264,-49.090047151759386
43.75180893877217,-48.143482240227726
43.59850623735453,-45.990810425292814
43.44790073702888,-45.181650097693165
43.30569218349908,-42.662566058939554
43.17529024607011,-39.120581228692046
43.0475346191465,-38.32668807708484
42.92695456493933,-36.17401626214994
42.81014041414363,-35.044245238708925
42.69637969854642,-34.128214679162156
42.58338234174884,-33.89920703927546
42.481733585772304,-30.494626792959966
42.38486854494007,-29.05951224967003
42.29395770274489,-27.27325265855383
42.207932356867296,-25.807603763278998
42.123993525042,-25.1816495475887
42.04723026593316,-23.028977732653797
41.97555606548846,-21.50226013340918
41.912787717706024,-18.830504334731106
41.85185143104268,-18.280885999003043
41.7950372818973,-17.044244743614904
41.74280328554965,-15.67019890429475
41.69372450557377,-14.723633992763085
41.65049814306166,-12.96790875363178
41.615414274412196,-10.525160594840395
41.591526334823854,-7.166381876502241
41.56865620696834,-6.861038356653317
41.55296165182928,-4.7083665417184095
41.544137325886815,-2.6472977827381787
41.53974048098216,-1.319053471395363
41.53712480660996,-0.7847023116597476
41.539801753248476,0.8030839915546527
41.543547402206464,1.1236946873960219
41.547852847617506,1.2916336233129295
41.55877406929194,3.27636650233093
41.572188929711814,4.024458125960791
41.596901500366094,7.4137711962838395
41.631232391895615,10.299267458856162
41.666886438677814,10.69621403465976
41.70182801724703,10.482473570765515
41.738092751068926,10.879420146569116
41.77939565296833,12.390870569821285
41.82863748638381,14.772550024642884
41.88373173726306,16.52827526377419
41.94182853275416,17.429038647328515
41.99809326712616,16.879420311600455
42.0523223780325,16.26873327190261
42.109350471204124,17.108427951487148
42.16861775018797,17.78018369515478
42.23541683599476,20.039725742036808
42.30847546395845,21.917588389107685
42.386928494106144,23.535909044306976
42.46563597718704,23.61224492426921
42.54505592848092,23.825985388163453
42.62640972206717,24.40613807587641
42.71351415194392,26.131328963022824
42.80367201701915,27.047359522569597
42.893931663267665,27.077893874554487
42.98067985903792,26.024458731075704
43.06819141360779,26.253466370962396
43.15722968577691,26.71148165073578
43.24723487909222,27.001557994592257
43.34299070869801,28.726748881738672
43.43752516422441,28.360336657919966
43.53231407268402,28.436672537882192
